input_ids,token_type_ids,attention_mask,labels
"[     1    636  11404    325  23886  26305  66737   2315    375  46919
   2224 141266    947  24595   1109  15501    275    559   7777    265
 204396    325    272    260    280   1671 133730  10735 172045  97856
    262    457  33944   1610  24183    434    662   2154  75446  19050
    309    275    559    389  14798  78884    484      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0
 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    314  83922   1765  46665    260 158021 228167    260    736
  67110    749    262  39363  21539    584    260 150382  92366  46665
  55020  35200   5191    262    382   2429    265    262  16069  19709
  26395   1009    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    636    260  30100    325    316  93437  48511   5085   9407
    316 146245   1627 233752    309 221378  11686    638  28195    309
  34341  33678    260  20997 121233    316  24950    262    260   6841
  10417    316 111546  89390  15543    262    260    309    375  19755
    806  20790    316  15540  57871 117595    260 178284    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    260  27637    260  16495   1349    262    893    260  23677
   1432  11085    309   4339   1349  19452    325    779    426 152338
  13398    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    636    655  10187  32410   5813    260  75553    260    280
  29157    588   3762 169546   1702  36345    434 163111  86938    260
 167497  21000 107568    311    260  90328   1610    260 157671    325
    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0]
"[     1    868  58443   3638    262    893    447  70711   1790  22434
   7358   2602   1656 135119   9648    818    260  93979   3230    262
    260    412 207153   2588    375    457  31162   3054    260 139659
    325   2532  43629 107544    316  18495  10187    260  53198 185382
    280   9329    434    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
"[     1  13729   3889    311  59504   2103 185898  32215    402  52654
 220455    260    280  44656   2588   7783    638    262    405  46157
    544    923    611    260 138234  28766    260    280    402    426
  54044    262    893    260  64225    662   1437    402  94249   1359
 128704 131925 119738  22984    280    262    260    309   1437  10885
    262    260   4691    924 213925    311   1437    544  22984    280
   1837      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    636   2467  10187  58255   1634  11404  21607    778   1312
 182743    544  16568 177487 128447    834 108048    834  11066    262
   2022   1634  19154  13311  49851  66321  75394    434    316   8992
   9026    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]
"[     1  32070    375  14155   6315    262   1497    311  61238    260
 155757    260  34817   1008   6825  77480   4145  74892    390    946
  14451   1317 157482    311  93941 187865    355  56853  50613    261
      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0]
"[     1  23179  17213    402 190426 206062  72690  23910    375    402
 219629   4552  91964   1078    260    390  12343  20968   1055    262
    584  27747    309   1497   4023  62809  15299 110036    834  39150
   1068    894    260 145508  40158  40017    355  20968   1055    262
   1497  26243  24247    402    389 179417  13131  19749  28491    261
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 2 0 0]"
"[     1   6542   2932  30216 164952  78855   1965    260  59150    412
    262   4135  14334  16297  40309    260   6445    262   1497  19749
   3225    262    260  55949    262  38896  55819   1008   8609    919
  12954   1078  20968   1055 117479  20594    923   2528    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 1 2 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"[     1   1052    316  99992  42232    311 107560   2224   3139   3749
    260  84748    355    779 114933   1078 166215    309   6868    375
 178169  65407  11166  14141    689 101165   1965    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
"[     1   3541    262    316    260  27550    325    393   4110    311
    629   5585    260 166091   2224    260   4547   5315  25982  26081
    397  86284  46519   2941    262   2022   1634  48527    311  99949
    262  28373 177487    260    280  53342  11691  70923    402 151648
   1141  17557  75438   2014  21807    265   6126   7279    617    262
    893   2315  13550   1429  38491    260    778  11905 148620    261
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   2154    923    894   1774    260    412  64520   1965   8672
    262    260    309   6420    991    584  31798    280  12350   2454
    260  20491  62099  22671  11280    262    375   8826   1122   9452
  25981  63649 211928  63030 109339    680    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0
 0]"
"[     1    405   4405  96632  22178  13641    262    260  66669  18946
  20691  22386    397    262  19022   1503    402   4904  18946    262
   1437    260  45159    553    260  96151 143653    262  22178    309
    260    280 110839   1127   3274   1826    662 112469 112944   2629
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 2 0 1 2 0 0 1 2 2 0 0
 0 0 0 0 0]"
"[     1    636  56252  25401    397    655    265   1678   2375  60423
   1009  13008   4314  43873  22709  54422  24586  17484   6101   4147
  14355   1312  62439   6298    260    412  78013  50731  16594    311
    993  17667  31679    316    599    260  55039    638  10187    262
    316   9004    325  37419  55911    309    316  24334    260 196089
  64067  16877  16133    325    426   1437    544  16526    325    611
  10729  27222    686  27081    686    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   3541    325  16069  14221    260 128909  26061  67352 108395
 113208   4595    316  75221  87160  72109    390    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0]
"[     1    841    260  22458  44228  36454  32195   3588  94977   1012
  19708  14386    262    893    806  48891    325    316  17843    958
 135187   2914    865 197110   4239   9407 114141 217574  53081  14794
  30930  83335    309    260    280    260   3206 134253  14794   1765
  35127    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[     1   3541   9584    262    375    260    544    894  11971   2567
    262  11407  37207    355  82423 198451    402 194178 138823    260
 114430    955    265 124089   1078    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    405 221328  15254  18714   2224 111704 174574  13797    309
   8791    686    262  10406  79602    389  22017 118726 109562    544
   9004    686    262  45531  79602   1365  25401    397    260  65500
    638    260 161813    280    260    280   9994 201185   1012    806
 107247    669 171056  34789    434    260    280  10680 125960    260
    280    389  16321  14435 190485 133069  33386    686    260  50661
   1141  12439    260    280  33386    686  72408    434   8089    262
    260  91396    280    260    280   1121  86764    629  25401    397
    260  17310   4110   1826    662    389  71654    316  57898    280
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0
 0 0 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0
 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    314  62202  13550  48727    260 126415   1122  45213  43136
  28491    584  25795  31445  28491    262   7822    260  39738    617
    316  41065  35811    262   1497  56740    316  52795   4903    924
  10290    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
"[     1   2103  10591    316    982  10187  20893    260    280  14976
   2703  10446  14725   1183 123566  47893 105696 118921  27785  14317
    325    260    736   1774  26305  75438  14354    316    260  48481
   1261    734    260  82668   1261    553  32895    434    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"[     1  74578  13653   1774    375  59888  79264    260  29052    457
  34232   2935 164280    390  63074   3446    262    260    309   6420
    991  40286    280  17941    894  54783 180002    389 143969   1123
    912  94755    260  13643   6482  62568   1078    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]","[0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"[     1    868  91416   1025    260  30976    397   7358   1634    260
  69862    265  82059    260  65500    309    260  64225    309  40949
   2008   3762 111301  19708   2008    262    893  27835    397  38902
   2588    260  44442   1345   1286  54890   1294  19258    260  64225
    309    260 111683    834  79144  18015    779  25244 118611    749
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   1581 152137  40969    686   1610  21412    434  16133    434
    262  32866  52835  38283   1610    316   8089    260 144725  14210
   5085  15627    405 132808    991  62455  30074    508   9550    265
 200389   6694   6240    309    437   7334  56338  30582   9730    686
    375 105638    262    893    260  64225  32795  32359  47302    260
    736    689 161685    434  41572  16133    434    275   1055  39093
    484      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    260  75950  42166    309  76261  34036    434    426    260
  40582   2602  12978    508  60616    544 195825   3889 112469 112944
  76261  69801    355    260    412    402 102662   2739    260  20373
    325    316  18978  86345    544    316  19452    280  72003    434
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 2 0 0]"
"[     1  51693 147799    680    806   9595    316  34789    355    316
  17986  29380    397    311   7358    638    260  23677    638    260
  41400    325    865 206699   1401  27432   1970  86673  38547   1129
    275  80839    484      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1  20968    260  44148    260 135030  10447  16157  21363 139610
 178119 111429    262    260  18684   1702  82655  44109   1668 120018
   3581    316  14819    390   1008    375    260  59323    638   1477
      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0]
"[     1    636  10082   3263   3749    260 200051 131761  45508 207261
   3446    924  23623  14093    924  10290    260  68131    260  32602
    390    260 112539   3482  10457   5654    316 148574    617    457
  40192  54379    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]
"[     1    260 160021    265 205035    834    260  23677    894  13008
    309  43391   1009 115641   3889  32777  38885 168318  14603  45328
    397    260    412   5900    262    893  33671 185383   1294   2078
  14879    434  32866    686   8089    260    280    260  16984    316
  63766   1109    731    260  30976    397   3934    280  20518 218606
    426  33221 104765  13008    309  97086    280  45378 117812  19965
    397  40042 138732    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0]"
"[     1  23448    314 154156    397    312    457  41047  18452    611
  20753    309    645   3458  24099    778    260  58716   1078   1286
  79196   1858   3482  28161   2454 123734    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1  60661   6149 164227    588    260  16226  66241    686    730
    265   2416  22662    309   9329    434    730  72648  47765    309
    275  12622  27787  76332  64941    272    426  40934 164450    779
   3744   2588  32864   1345    311  59859  30608    686    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"[     1    636    260  30100    325    316  66976  50208    325    260
   4847   9000 176154   5959    457  31162   3054  18204    426    260
 182410  32580    280    260  55174 133025  15421  28195    434    262
   1093  75403   1401    730   2759 179701    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
"[     1    636    260  30100    325    655   4110  18107  38429 196842
  99114  83556    325  32781  72418   2085    311 169994  51769  74782
  27081    686    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[    1   689   923  1105  8688 66321 31300  2008   316 59897   910   262
  1074   260 22458   262 33386 38439   309   260   280  3631  2328  3392
   260 14057 40949  2008 14153   834   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
"[    1   636   294 51887   311 38831 11560  5356   260  1237   544   260
 16151 97954 42172  2584   584   655   260  7796   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   4147  85168    355 207946  37427    280    260  25287    316
  43476    390    316    810  15026   3446   1729   4250   2699 181722
 170174 118301    260  33001  19749   2454  32492   5356    260    390
    389  49900  45213    311  42611  27154    262    260 145508  47835
    260    390  72408   1765  37768    280    260  14057    262    260
    309   6420    991    311  20660    355  18021   1078 129656  81721
    806  29601    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
